4.156055776892431, 30, 1005
4.165882352941176, 34, 1005
4.16034860557769, 35, 1005
4.156444223107569, 31, 1005
3.5657313432835815, 27, 1005
3.4817330677290834, 54, 1005
3.4272709163346615, 51, 1005
3.510059701492537, 45, 1005
3.4870646766169155, 55, 1005
2.2984079601990053, 128, 1005
2.29547263681592, 113, 1005
2.1149651741293534, 103, 1005
2.264268656716418, 134, 1005
0.03936318407960199, 942, 1005
0.07371884346959122, 905, 1005
0.0021094527363184055, 946, 1005
-0.0004785643070787606, 947, 1005
-1.4226892430278884, 999, 1005
-1.4793725099601593, 997, 1004
-1.6981159420289855, 366, 368
-1.1944876783398184, 171, 173
-1.571816367265469, 990, 1002
-2.692931034482759, 865, 870
-2.6952774498229037, 840, 847
9.143572139303483, 5, 1005
8.091004975124378, 7, 1005
8.09253984063745, 12, 1005
8.09763184079602, 8, 1005
8.093273631840795, 7, 1005
8.167084577114428, 5, 1005
6.976228855721393, 10, 1005
6.9731243781094525, 11, 1005
6.97979104477612, 11, 1005
6.975114427860697, 8, 1005
7.050268924302788, 9, 1005
5.238646766169154, 24, 1005
5.2225298804780875, 15, 1005
5.32705472636816, 17, 1005
5.224238805970149, 17, 1005
5.225114656031904, 22, 1005
